No_Pelajar,Kod_Kursus_Pelajar,Semester_Pelajar,Jantina,Kod_Negeri_Pelajar,CGPA,GPA,Has_Award,Total_Credit_Taken,Avg_Subjek_Attendance,Avg_Subjek_Marks,Total_Dropped,Total_Failed,Total_Koko,PLO_1,PLO_2,PLO_3,PLO_4,PLO_5,PLO_6,PLO_7,PLO_8,PLO_9,Source_File,Status_Pelajar
333571240419,DFK,6,L,D,3.6,0.0,False,94,91.66666666666669,83.41666666666667,0,0,0,75.17060572727273,86.43675683783783,81.67684221052632,81.68588211764707,87.0335294117647,84.02866666666667,83.5200005,84.07181827272727,91.25,JJ2025,Sederhana
333571240422,DFK,6,L,T,3.6,0.0,False,94,91.66666666666669,83.25,0,0,0,70.50636372727273,88.63378367567567,80.02157952631579,83.96470594117648,89.63352923529412,86.6153336,83.0,86.52454518181818,88.25,JJ2025,Sederhana
333571240464,DGA,6,L,J,3.48,0.0,False,90,90.91666666666669,83.86111111111111,0,0,0,66.70038457692307,80.44767439534884,82.31181890909092,85.53090881818183,86.06380933333332,85.4610001,87.84428628571428,71.43000033333334,82.75,JJ2025,Sederhana
333571240477,ITW,6,L,D,3.85,3.85,False,94,89.47368421052632,87.86842105263158,0,0,0,82.48,86.28228560000001,88.60695652173914,85.02600029999999,86.7481250625,85.64444477777778,78.28777777777778,86.11000057142857,85.443334,JJ2025,Sederhana
333571240574,DFK,6,L,D,3.7,0.0,False,94,91.66666666666669,84.25,0,0,0,75.29636357575758,87.21378343243244,80.58157905263158,84.69588241176471,87.42705847058824,83.47799986666668,81.285,87.81818181818181,90.625,JJ2025,Sederhana
333571240903,DGA,6,L,D,3.48,0.0,False,90,91.38888888888889,82.94444444444444,0,0,0,67.8138456923077,81.66907002325581,81.50636354545455,81.242727,83.4861908095238,77.6270004,81.37714271428571,67.87333433333333,83.75,JJ2025,Sederhana
333571241175,DGA,6,L,B,3.58,0.0,False,90,91.11111111111111,85.08333333333333,0,0,0,72.4926921923077,82.70930223255814,81.67454527272727,85.25727281818182,86.76666695238094,83.6660004,88.961429,69.30000066666666,91.25,JJ2025,Sederhana
333571241191,ITW,6,L,C,3.8,4.0,False,94,91.94736842105264,87.55263157894737,0,0,0,78.82,86.8577144,85.74913026086956,85.6040001,93.7306251875,82.86111111111111,78.50888911111112,82.9171427142857,95.33333333333331,JJ2025,Sederhana
333571241230,ITW,6,L,N,3.9,4.0,False,94,91.86842105263158,89.28947368421052,0,0,0,82.98,88.27742828571428,88.63130456521739,86.74600000000001,92.351250125,87.32333377777778,81.96999988888889,89.51571442857143,94.33333333333331,JJ2025,Cemerlang
333571241298,ITW,6,L,D,3.47,3.5,False,94,92.10526315789474,83.34210526315789,0,0,0,65.22,82.7048573142857,82.7039132173913,79.1709999,85.9718751875,85.19444444444444,69.99888911111111,82.14428614285714,92.0,JJ2025,Sederhana
